Transaction Number,Customer ID,AgentID,Partner,Agent Start Date,Primary Skill,Saves,Sales,Time Spent on Call (Seconds),Expected Life Time Value 
1401,4728386,2149,Partner C,1/1/19,Technical Support,1,1,635,239
1409,4743407,2149,Partner C,1/1/19,Technical Support,1,1,295,368
1405,2798246,2149,Partner C,1/1/19,Technical Support,0,0,605,0
1431,5100518,2149,Partner C,1/1/19,Technical Support,0,1,238,385
1417,2797212,2149,Partner C,1/1/19,Technical Support,0,1,390,395
1413,11025639,2149,Partner C,1/1/19,Technical Support,1,1,686,327
1329,2159481,3173,Partner C,10/15/18,Technical Support,1,0,181,223
1331,8244207,3173,Partner C,10/15/18,Technical Support,1,0,313,289
1337,2810651,3173,Partner C,10/15/18,Technical Support,1,1,974,426
1321,9078172,3173,Partner C,10/15/18,Technical Support,1,1,330,272
1328,6724235,3173,Partner C,10/15/18,Technical Support,1,0,370,258
1333,4107219,3173,Partner C,10/15/18,Technical Support,1,1,444,401
1340,10860737,3173,Partner C,10/15/18,Technical Support,1,1,515,370
1325,9887235,3173,Partner C,10/15/18,Technical Support,0,0,644,0
1343,5101511,3173,Partner C,10/15/18,Technical Support,0,0,42,0
1326,222206,3173,Partner C,10/15/18,Technical Support,0,0,461,0
1323,7042400,3173,Partner C,10/15/18,Technical Support,1,0,613,223
1324,6634449,3173,Partner C,10/15/18,Technical Support,0,0,604,0
1342,8726816,3173,Partner C,10/15/18,Technical Support,1,1,154,300
1332,1482998,3173,Partner C,10/15/18,Technical Support,1,0,639,238
1344,6413449,3173,Partner C,10/15/18,Technical Support,1,0,455,400
1322,3541402,3173,Partner C,10/15/18,Technical Support,1,0,588,250
1338,5194363,3173,Partner C,10/15/18,Technical Support,1,1,201,318
1339,10344544,3173,Partner C,10/15/18,Technical Support,0,1,5,345
1327,6682121,3173,Partner C,10/15/18,Technical Support,1,0,617,400
1320,9530622,3173,Partner C,10/15/18,Technical Support,0,0,680,0
1335,755815,3173,Partner C,10/15/18,Technical Support,0,0,50,0
1334,5408449,3173,Partner C,10/15/18,Technical Support,1,0,677,352
1330,1752655,3173,Partner C,10/15/18,Technical Support,0,0,245,0
1341,9444490,3173,Partner C,10/15/18,Technical Support,0,0,22,0
1336,3408671,3173,Partner C,10/15/18,Technical Support,0,1,451,441
1097,90974,4879,Partner C,3/2/18,Saves,1,0,200,204
1075,90952,4879,Partner C,3/2/18,Saves,1,0,302,213
1076,90953,4879,Partner C,3/2/18,Saves,1,0,193,135
1108,90985,4879,Partner C,3/2/18,Saves,1,1,100,136
1088,90965,4879,Partner C,3/2/18,Saves,1,1,135,150
1093,90970,4879,Partner C,3/2/18,Saves,1,0,378,179
1081,90958,4879,Partner C,3/2/18,Saves,1,0,120,152
1078,90955,4879,Partner C,3/2/18,Saves,0,1,482,417
1091,90968,4879,Partner C,3/2/18,Saves,1,1,44,203
1096,90973,4879,Partner C,3/2/18,Saves,1,0,256,215
1085,90962,4879,Partner C,3/2/18,Saves,1,1,492,222
1100,90977,4879,Partner C,3/2/18,Saves,0,1,283,371
1105,90982,4879,Partner C,3/2/18,Saves,0,1,673,367
1101,90978,4879,Partner C,3/2/18,Saves,0,1,349,361
1099,90976,4879,Partner C,3/2/18,Saves,0,0,37,0
1102,90979,4879,Partner C,3/2/18,Saves,0,1,404,341
1092,90969,4879,Partner C,3/2/18,Saves,1,0,639,254
1079,90956,4879,Partner C,3/2/18,Saves,1,1,290,256
1082,90959,4879,Partner C,3/2/18,Saves,1,0,101,162
1104,90981,4879,Partner C,3/2/18,Saves,1,1,541,291
1107,90984,4879,Partner C,3/2/18,Saves,1,1,381,323
1094,90971,4879,Partner C,3/2/18,Saves,1,1,256,328
1090,90967,4879,Partner C,3/2/18,Saves,1,1,26,329
1098,90975,4879,Partner C,3/2/18,Saves,1,1,323,330
1089,90966,4879,Partner C,3/2/18,Saves,1,0,169,309
1077,90954,4879,Partner C,3/2/18,Saves,0,1,372,233
1083,90960,4879,Partner C,3/2/18,Saves,1,0,430,305
1103,90980,4879,Partner C,3/2/18,Saves,1,1,42,381
1086,90963,4879,Partner C,3/2/18,Saves,1,1,248,184
1087,90964,4879,Partner C,3/2/18,Saves,0,1,316,180
1080,90957,4879,Partner C,3/2/18,Saves,1,1,220,405
1106,90983,4879,Partner C,3/2/18,Saves,1,1,233,406
1095,90972,4879,Partner C,3/2/18,Saves,0,0,590,0
1084,90961,4879,Partner C,3/2/18,Saves,0,1,171,100
1227,91104,48596,Partner C,3/11/17,Saves,1,0,17,334
1204,91081,48596,Partner C,3/10/17,Saves,1,1,689,100
1176,91053,48596,Partner C,3/10/17,Saves,1,1,162,211
1188,91065,48596,Partner C,3/10/17,Saves,1,1,213,213
1226,91103,48596,Partner C,3/10/17,Saves,1,0,574,321
1232,91109,48596,Partner C,3/10/17,Saves,1,0,276,133
1209,91086,48596,Partner C,3/10/17,Saves,1,1,141,135
1213,91090,48596,Partner C,3/10/17,Saves,1,1,599,137
1182,91059,48596,Partner C,3/10/17,Saves,1,1,277,141
1191,91068,48596,Partner C,3/10/17,Saves,1,0,444,145
1224,91101,48596,Partner C,3/10/17,Saves,1,0,642,155
1219,91096,48596,Partner C,3/10/17,Saves,1,1,248,173
1183,91060,48596,Partner C,3/10/17,Saves,0,1,574,341
1230,91107,48596,Partner C,3/10/17,Saves,0,0,106,0
1180,91057,48596,Partner C,3/10/17,Saves,0,1,101,332
1174,91051,48596,Partner C,3/10/17,Saves,1,1,559,196
1214,91091,48596,Partner C,3/10/17,Saves,1,1,165,198
1212,91089,48596,Partner C,3/10/17,Saves,1,1,44,199
1202,91079,48596,Partner C,3/10/17,Saves,0,1,144,409
1193,91070,48596,Partner C,3/10/17,Saves,0,1,613,409
1171,91048,48596,Partner C,3/10/17,Saves,1,0,359,215
1222,91099,48596,Partner C,3/10/17,Saves,0,1,522,384
1216,91093,48596,Partner C,3/10/17,Saves,1,0,110,217
1231,91108,48596,Partner C,3/10/17,Saves,1,0,175,111
1225,91102,48596,Partner C,3/10/17,Saves,0,1,414,374
1223,91100,48596,Partner C,3/10/17,Saves,0,1,222,358
1218,91095,48596,Partner C,3/10/17,Saves,1,1,588,234
1177,91054,48596,Partner C,3/10/17,Saves,1,0,661,159
1197,91074,48596,Partner C,3/10/17,Saves,1,0,214,236
1195,91072,48596,Partner C,3/10/17,Saves,1,1,130,244
1190,91067,48596,Partner C,3/10/17,Saves,1,0,28,248
1192,91069,48596,Partner C,3/10/17,Saves,1,0,547,254
1169,91046,48596,Partner C,3/10/17,Saves,1,1,586,325
1179,91056,48596,Partner C,3/10/17,Saves,1,1,108,260
1207,91084,48596,Partner C,3/10/17,Saves,1,1,539,320
1208,91085,48596,Partner C,3/10/17,Saves,1,1,133,262
1170,91047,48596,Partner C,3/10/17,Saves,1,1,555,280
1196,91073,48596,Partner C,3/10/17,Saves,0,1,615,287
1178,91055,48596,Partner C,3/10/17,Saves,1,0,351,350
1211,91088,48596,Partner C,3/10/17,Saves,1,0,59,273
1167,91044,48596,Partner C,3/10/17,Saves,1,1,102,302
1175,91052,48596,Partner C,3/10/17,Saves,1,1,689,305
1199,91076,48596,Partner C,3/10/17,Saves,1,0,620,314
1201,91078,48596,Partner C,3/10/17,Saves,1,0,421,319
1184,91061,48596,Partner C,3/10/17,Saves,1,1,288,326
1215,91092,48596,Partner C,3/10/17,Saves,1,0,479,333
1206,91083,48596,Partner C,3/10/17,Saves,1,1,51,345
1233,91110,48596,Partner C,3/10/17,Saves,0,1,589,264
1189,91066,48596,Partner C,3/10/17,Saves,1,0,133,349
1173,91050,48596,Partner C,3/10/17,Saves,1,0,208,350
1229,91106,48596,Partner C,3/10/17,Saves,0,1,462,245
1187,91064,48596,Partner C,3/10/17,Saves,1,0,343,359
1221,91098,48596,Partner C,3/10/17,Saves,0,0,184,0
1203,91080,48596,Partner C,3/10/17,Saves,1,0,634,363
1185,91062,48596,Partner C,3/10/17,Saves,0,1,297,232
1194,91071,48596,Partner C,3/10/17,Saves,0,1,548,216
1228,91105,48596,Partner C,3/10/17,Saves,0,1,264,206
1200,91077,48596,Partner C,3/10/17,Saves,0,1,657,178
1198,91075,48596,Partner C,3/10/17,Saves,0,1,504,173
1220,91097,48596,Partner C,3/10/17,Saves,1,1,56,172
1186,91063,48596,Partner C,3/10/17,Saves,0,1,64,161
1210,91087,48596,Partner C,3/10/17,Saves,1,0,334,232
1217,91094,48596,Partner C,3/10/17,Saves,1,0,617,354
1205,91082,48596,Partner C,3/10/17,Saves,1,0,301,407
1172,91049,48596,Partner C,3/10/17,Saves,0,1,183,143
1181,91058,48596,Partner C,3/10/17,Saves,0,0,630,0
1168,91045,48596,Partner C,3/10/17,Saves,1,0,696,417
1446,7905907,4647,Partner C,2/15/17,Technical Support,1,1,62,383
1451,10058924,4647,Partner C,2/15/17,Technical Support,1,1,1414,279
1456,7383348,4647,Partner C,2/15/17,Technical Support,1,0,970,304
1468,1953658,4647,Partner C,2/15/17,Technical Support,1,1,866,280
1467,4408811,4647,Partner C,2/15/17,Technical Support,1,0,325,425
1457,9910411,4647,Partner C,2/15/17,Technical Support,1,1,351,201
1455,10971606,4647,Partner C,2/15/17,Technical Support,1,0,361,322
1459,509299,4647,Partner C,2/15/17,Technical Support,1,1,463,344
1453,2421676,4647,Partner C,2/15/17,Technical Support,1,1,476,390
1465,8322950,4647,Partner C,2/15/17,Technical Support,1,1,499,329
1445,7392560,4647,Partner C,2/15/17,Technical Support,1,0,511,235
1442,4045795,4647,Partner C,2/15/17,Technical Support,0,1,653,115
1462,6048316,4647,Partner C,2/15/17,Technical Support,0,0,633,0
1439,3020730,4647,Partner C,2/15/17,Technical Support,0,0,240,0
1436,6930971,4647,Partner C,2/15/17,Technical Support,0,1,205,137
1454,347476,4647,Partner C,2/15/17,Technical Support,1,0,587,380
1452,10404994,4647,Partner C,2/15/17,Technical Support,0,0,107,0
1444,847400,4647,Partner C,2/15/17,Technical Support,1,1,506,175
1448,2861011,4647,Partner C,2/15/17,Technical Support,1,0,592,433
1458,3394791,4647,Partner C,2/15/17,Technical Support,1,0,170,210
1460,6809487,4647,Partner C,2/15/17,Technical Support,1,1,609,284
1441,10622400,4647,Partner C,2/15/17,Technical Support,1,0,431,450
1447,7232930,4647,Partner C,2/15/17,Technical Support,1,0,121,229
1466,3254850,4647,Partner C,2/15/17,Technical Support,1,1,86,279
1443,9900783,4647,Partner C,2/15/17,Technical Support,1,0,651,278
1463,7147123,4647,Partner C,2/15/17,Technical Support,0,1,524,323
1449,10548163,4647,Partner C,2/15/17,Technical Support,1,0,237,315
1450,294190,4647,Partner C,2/15/17,Technical Support,1,0,645,227
1440,1505395,4647,Partner C,2/15/17,Technical Support,0,1,684,358
1464,222323,4647,Partner C,2/15/17,Technical Support,0,1,532,388
1438,1161323,4647,Partner C,2/15/17,Technical Support,0,0,61,0
1437,9548958,4647,Partner C,2/15/17,Technical Support,0,1,203,425
1461,9836778,4647,Partner C,2/15/17,Technical Support,0,1,668,439
816,90693,8500,Partner B,2/8/17,Service,1,0,23,277
848,90725,8500,Partner B,2/8/17,Service,1,1,59,336
827,90704,8500,Partner B,2/8/17,Service,1,0,94,205
817,90694,8500,Partner B,2/8/17,Service,1,0,224,342
839,90716,8500,Partner B,2/8/17,Service,1,1,232,252
845,90722,8500,Partner B,2/8/17,Service,1,0,424,259
822,90699,8500,Partner B,2/8/17,Service,1,1,163,261
807,90684,8500,Partner B,2/8/17,Service,1,1,190,451
808,90685,8500,Partner B,2/8/17,Service,1,1,190,432
843,90720,8500,Partner B,2/8/17,Service,1,1,191,265
846,90723,8500,Partner B,2/8/17,Service,1,0,270,346
835,90712,8500,Partner B,2/8/17,Service,1,1,283,346
829,90706,8500,Partner B,2/8/17,Service,1,0,292,367
842,90719,8500,Partner B,2/8/17,Service,1,0,297,442
837,90714,8500,Partner B,2/8/17,Service,1,0,302,235
828,90705,8500,Partner B,2/8/17,Service,1,0,307,326
797,90674,8500,Partner B,2/8/17,Service,0,0,434,0
798,90675,8500,Partner B,2/8/17,Service,0,1,246,382
800,90677,8500,Partner B,2/8/17,Service,0,1,123,150
804,90681,8500,Partner B,2/8/17,Service,0,1,133,259
805,90682,8500,Partner B,2/8/17,Service,0,1,446,127
810,90687,8500,Partner B,2/8/17,Service,0,1,506,352
811,90688,8500,Partner B,2/8/17,Service,0,0,533,0
813,90690,8500,Partner B,2/8/17,Service,0,1,267,189
818,90695,8500,Partner B,2/8/17,Service,1,0,173,297
820,90697,8500,Partner B,2/8/17,Service,0,1,545,313
824,90701,8500,Partner B,2/8/17,Service,1,0,246,131
825,90702,8500,Partner B,2/8/17,Service,0,1,572,179
826,90703,8500,Partner B,2/8/17,Service,0,1,31,401
830,90707,8500,Partner B,2/8/17,Service,0,1,443,102
831,90708,8500,Partner B,2/8/17,Service,0,1,256,194
832,90709,8500,Partner B,2/8/17,Service,1,0,185,344
836,90713,8500,Partner B,2/8/17,Service,1,0,159,356
844,90721,8500,Partner B,2/8/17,Service,0,1,40,206
847,90724,8500,Partner B,2/8/17,Service,0,1,76,312
849,90726,8500,Partner B,2/8/17,Service,1,0,32,176
850,90727,8500,Partner B,2/8/17,Service,0,0,216,0
851,90728,8500,Partner B,2/8/17,Service,0,1,442,384
852,90729,8500,Partner B,2/8/17,Service,0,0,690,0
809,90686,8500,Partner B,2/8/17,Service,1,0,363,192
812,90689,8500,Partner B,2/8/17,Service,1,1,363,229
838,90715,8500,Partner B,2/8/17,Service,1,0,368,394
802,90679,8500,Partner B,2/8/17,Service,1,1,375,408
821,90698,8500,Partner B,2/8/17,Service,1,0,380,317
841,90718,8500,Partner B,2/8/17,Service,1,0,382,401
853,90730,8500,Partner B,2/8/17,Service,1,0,420,321
801,90678,8500,Partner B,2/8/17,Service,1,1,430,375
799,90676,8500,Partner B,2/8/17,Service,1,0,496,208
834,90711,8500,Partner B,2/8/17,Service,1,1,497,252
814,90691,8500,Partner B,2/8/17,Service,1,0,511,320
819,90696,8500,Partner B,2/8/17,Service,1,1,544,443
833,90710,8500,Partner B,2/8/17,Service,1,1,571,223
823,90700,8500,Partner B,2/8/17,Service,1,0,611,407
803,90680,8500,Partner B,2/8/17,Service,1,1,621,206
840,90717,8500,Partner B,2/8/17,Service,1,1,629,413
806,90683,8500,Partner B,2/8/17,Service,1,1,678,350
815,90692,8500,Partner B,2/8/17,Service,1,0,686,265
719,90596,6300,Partner B,2/4/17,Service,1,0,10,219
727,90604,6300,Partner B,2/4/17,Service,1,0,532,187
738,90615,6300,Partner B,2/4/17,Service,0,0,163,0
728,90605,6300,Partner B,2/4/17,Service,0,0,547,0
737,90614,6300,Partner B,2/4/17,Service,1,0,68,240
735,90612,6300,Partner B,2/4/17,Service,0,0,295,0
706,90583,6300,Partner B,2/4/17,Service,1,1,662,241
708,90585,6300,Partner B,2/4/17,Service,0,1,189,214
709,90586,6300,Partner B,2/4/17,Service,1,0,289,397
713,90590,6300,Partner B,2/4/17,Service,0,1,359,204
714,90591,6300,Partner B,2/4/17,Service,0,0,333,0
716,90593,6300,Partner B,2/4/17,Service,0,0,308,0
718,90595,6300,Partner B,2/4/17,Service,1,0,133,111
721,90598,6300,Partner B,2/4/17,Service,0,1,555,136
723,90600,6300,Partner B,2/4/17,Service,1,0,670,333
725,90602,6300,Partner B,2/4/17,Service,0,0,660,0
733,90610,6300,Partner B,2/4/17,Service,1,1,640,277
732,90609,6300,Partner B,2/4/17,Service,1,0,33,388
734,90611,6300,Partner B,2/4/17,Service,0,0,443,0
726,90603,6300,Partner B,2/4/17,Service,1,0,100,337
739,90616,6300,Partner B,2/4/17,Service,1,0,474,207
731,90608,6300,Partner B,2/4/17,Service,0,1,232,222
736,90613,6300,Partner B,2/4/17,Service,1,0,411,375
729,90606,6300,Partner B,2/4/17,Service,0,1,619,215
717,90594,6300,Partner B,2/4/17,Service,1,1,464,258
730,90607,6300,Partner B,2/4/17,Service,0,0,379,0
724,90601,6300,Partner B,2/4/17,Service,1,0,496,316
710,90587,6300,Partner B,2/4/17,Service,1,0,564,369
705,90582,6300,Partner B,2/4/17,Service,1,0,575,272
720,90597,6300,Partner B,2/4/17,Service,1,0,623,432
722,90599,6300,Partner B,2/4/17,Service,1,1,645,443
712,90589,6300,Partner B,2/4/17,Service,1,1,656,198
707,90584,6300,Partner B,2/4/17,Service,1,1,669,187
711,90588,6300,Partner B,2/4/17,Service,1,1,672,407
715,90592,6300,Partner B,2/4/17,Service,1,1,692,330
1005,90882,5500,Partner C,1/1/17,Service,1,1,24,195
968,90845,5500,Partner C,1/1/17,Service,1,1,54,202
989,90866,5500,Partner C,1/1/17,Service,1,1,83,187
996,90873,5500,Partner C,1/1/17,Service,1,0,192,411
1003,90880,5500,Partner C,1/1/17,Service,1,1,194,298
998,90875,5500,Partner C,1/1/17,Service,1,0,206,403
974,90851,5500,Partner C,1/1/17,Service,1,1,257,317
973,90850,5500,Partner C,1/1/17,Service,1,0,263,321
999,90876,5500,Partner C,1/1/17,Service,1,0,280,324
977,90854,5500,Partner C,1/1/17,Service,1,0,295,243
961,90838,5500,Partner C,1/1/17,Service,1,0,551,324
962,90839,5500,Partner C,1/1/17,Service,1,0,455,244
963,90840,5500,Partner C,1/1/17,Service,0,1,77,397
964,90841,5500,Partner C,1/1/17,Service,0,1,670,383
965,90842,5500,Partner C,1/1/17,Service,0,0,676,0
970,90847,5500,Partner C,1/1/17,Service,0,1,427,201
971,90848,5500,Partner C,1/1/17,Service,0,0,469,0
975,90852,5500,Partner C,1/1/17,Service,0,0,127,0
976,90853,5500,Partner C,1/1/17,Service,0,1,559,354
979,90856,5500,Partner C,1/1/17,Service,0,0,461,0
980,90857,5500,Partner C,1/1/17,Service,1,0,605,365
982,90859,5500,Partner C,1/1/17,Service,1,1,121,441
983,90860,5500,Partner C,1/1/17,Service,1,1,362,424
984,90861,5500,Partner C,1/1/17,Service,1,0,430,214
985,90862,5500,Partner C,1/1/17,Service,1,1,563,125
987,90864,5500,Partner C,1/1/17,Service,0,0,204,0
988,90865,5500,Partner C,1/1/17,Service,0,0,483,0
991,90868,5500,Partner C,1/1/17,Service,1,0,493,215
992,90869,5500,Partner C,1/1/17,Service,0,1,27,108
993,90870,5500,Partner C,1/1/17,Service,1,0,646,103
994,90871,5500,Partner C,1/1/17,Service,0,1,475,108
995,90872,5500,Partner C,1/1/17,Service,1,0,497,131
997,90874,5500,Partner C,1/1/17,Service,0,1,582,127
1004,90881,5500,Partner C,1/1/17,Service,0,0,376,0
1006,90883,5500,Partner C,1/1/17,Service,0,0,398,0
1001,90878,5500,Partner C,1/1/17,Service,1,0,390,207
1002,90879,5500,Partner C,1/1/17,Service,1,0,478,401
978,90855,5500,Partner C,1/1/17,Service,1,0,508,207
990,90867,5500,Partner C,1/1/17,Service,1,1,539,398
969,90846,5500,Partner C,1/1/17,Service,1,0,546,434
967,90844,5500,Partner C,1/1/17,Service,1,1,555,442
981,90858,5500,Partner C,1/1/17,Service,1,1,557,196
986,90863,5500,Partner C,1/1/17,Service,1,0,601,209
1000,90877,5500,Partner C,1/1/17,Service,1,1,628,306
966,90843,5500,Partner C,1/1/17,Service,1,0,628,406
960,90837,5500,Partner C,1/1/17,Service,1,0,660,345
972,90849,5500,Partner C,1/1/17,Service,1,1,691,236
1307,8016872,6885,Partner C,9/1/16,Technical Support,1,0,42,312
1318,7892829,6885,Partner C,9/1/16,Technical Support,1,1,100,363
1305,3782096,6885,Partner C,9/1/16,Technical Support,1,0,435,449
1310,6630973,6885,Partner C,9/1/16,Technical Support,1,1,955,342
1313,7876042,6885,Partner C,9/1/16,Technical Support,1,1,689,207
1312,11034007,6885,Partner C,9/1/16,Technical Support,1,1,335,302
1303,41725,6885,Partner C,9/1/16,Technical Support,1,0,339,358
1316,4490476,6885,Partner C,9/1/16,Technical Support,1,1,400,363
1317,7269282,6885,Partner C,9/1/16,Technical Support,1,1,427,297
1314,10367999,6885,Partner C,9/1/16,Technical Support,1,0,451,221
1315,728655,6885,Partner C,9/1/16,Technical Support,1,0,150,148
1309,5390850,6885,Partner C,9/1/16,Technical Support,0,1,662,216
1304,2283685,6885,Partner C,9/1/16,Technical Support,1,1,699,222
1311,10480557,6885,Partner C,9/1/16,Technical Support,1,0,447,316
1302,804483,6885,Partner C,9/1/16,Technical Support,1,0,549,413
1308,7468637,6885,Partner C,9/1/16,Technical Support,1,0,343,113
1301,5564381,6885,Partner C,9/1/16,Technical Support,1,0,614,300
1306,10649246,6885,Partner C,9/1/16,Technical Support,1,0,641,475
1319,6251132,6885,Partner C,9/1/16,Technical Support,1,1,654,291